term,idf
прикрыть,3.912023
прикупить,3.912023
прилагать,3.506558
прилетать,3.912023
прилететь,3.912023
прилизать,4.60517
прилично,4.60517
приличный,2.040221
приложение,0.616186
приложить,3.912023
прилёт,4.60517
прим,4.60517
применение,1.309333
применимость,3.912023
применимый,2.995732
применительно,4.60517
применить,0.597837
примениться,4.60517
применять,1.714798
применяться,1.966113
пример,0.544727
примерить,4.60517
примерно,1.309333
примерный,3.506558
примечательно,4.60517
примечательный,3.912023
примитивно,4.60517
примитивный,2.995732
приморский,3.912023
примочка,4.60517
принадлежать,2.813411
принадлежащий,3.506558
принадлежность,3.218876
принести,2.813411
принимать,0.820981
приниматься,2.813411
приносить,2.302585
принт,4.60517
принтер,2.302585
принц,3.912023
принцип,1.427116
принципиально,2.813411
принципиальный,3.912023
принятие,2.65926
принять,1.609438
приобрести,2.995732
приобретать,2.407946
приобретение,3.218876
приоритет,2.207275
приоритетный,3.506558
приоритизация,4.60517
приостанавливать,4.60517
приостановить,3.218876
приостановка,4.60517
припадок,4.60517
припереться,4.60517
приподнять,4.60517
припомнить,4.60517
приправить,3.506558
приравнять,4.60517
природа,1.966113
природный,2.407946
прирост,3.506558
приручать,4.60517
приручить,4.60517
присваивать,4.60517
присваиваться,3.912023
присвоение,3.912023
присвоить,3.912023
присесть,4.60517
прислать,1.89712
прислушиваться,3.912023
присмотр,4.60517
присоединиться,2.120264
приспешник,4.60517
приспосабливать,4.60517
приспособить,4.60517
пристальный,4.60517
пристроить,3.912023
приструнить,4.60517
приступ,4.60517
приступать,3.912023
приступить,2.525729
присудить,3.506558
присуждение,4.60517
присутвие,4.60517
присутствие,2.995732
присутствовать,2.813411
присущий,3.912023
присяжный,4.60517
притвориться,4.60517
притворяться,3.912023
притираться,4.60517
приток,4.60517
притяжение,3.912023
приход,4.60517
приходить,1.021651
приходиться,1.386294
прицел,4.60517
прицеп,4.60517
прицкер,4.60517
причалить,4.60517
причастность,3.506558
причастный,4.60517
причина,0.798508
причинение,3.912023
причинить,3.506558
причинный,3.912023
причинять,4.60517
причудливый,3.912023
причём,1.514128
пришелец,4.60517
пришествие,3.912023
приятно,3.506558
приятный,2.407946
приём,2.813411
приёмный,3.506558
проактивно,4.60517
проанализировать,2.407946
проба,3.218876
пробег,4.60517
пробежаться,3.506558
пробежка,4.60517
пробел,2.995732
