term,doc,tf
наш,62,0.000898
наш,65,0.002427
наш,66,0.011713
наш,67,0.000457
наш,7,0.000608
наш,73,0.000731
наш,74,0.000514
наш,75,0.011816
наш,77,0.006654
наш,79,0.003573
наш,8,0.000487
наш,80,0.001738
наш,82,0.001196
наш,84,0.001051
наш,85,0.002812
наш,86,0.000926
наш,87,0.001283
наш,88,0.000859
наш,89,0.000823
наш,90,0.001731
наш,91,0.002796
наш,94,0.000876
наш,95,0.001269
наш,96,0.003901
наш,97,0.000518
нашуметь,17,0.000804
нашуметь,3,0.001229
нашуметь,38,0.000618
нашуметь,80,0.000579
наём,13,0.000481
наём,14,0.001126
наём,20,0.000574
наём,30,0.000592
наём,34,0.002795
наём,49,0.000493
наём,57,0.001609
наём,6,0.00051
наём,61,0.000975
наём,70,0.000787
наём,82,0.000598
наём,83,0.001425
наём,85,0.000562
наём,86,0.000463
наём,88,0.000215
наёмный,61,0.000244
наёмный,70,0.001575
ндс,29,0.000627
ндс,30,0.004734
ндс,5,0.001987
ндс,70,0.001575
ндфл,70,0.000787
неавторизованный,71,0.000317
неадаптивный,96,0.00065
неаккуратненький,1,0.000558
неаккуратненький,45,0.000867
неаккуратненький,8,0.000487
неактуальный,2,0.000587
неактуальный,41,0.000439
неактуальный,67,0.000228
неандерталец,6,0.00051
небезопасно,25,0.000612
небезопасно,26,0.000772
небезопасный,55,0.00058
неблагоприятный,89,0.000823
небо,36,0.000455
небо,45,0.001735
небо,48,0.000746
небо,49,0.000493
небо,67,0.000228
небо,77,0.000951
небо,79,0.00051
небо,87,0.000428
небо,89,0.000823
небогато,84,0.000525
небольшой,1,0.000558
небольшой,12,0.00198
небольшой,13,0.000481
небольшой,14,0.002252
небольшой,16,0.000311
небольшой,17,0.001608
небольшой,18,0.000607
небольшой,19,0.001252
небольшой,20,0.000574
небольшой,21,0.004905
небольшой,22,0.000542
небольшой,25,0.001836
небольшой,26,0.000772
небольшой,28,0.000509
небольшой,30,0.000592
небольшой,31,0.000554
небольшой,34,0.001118
небольшой,36,0.000911
небольшой,4,0.001152
небольшой,43,0.000622
небольшой,49,0.000986
небольшой,5,0.000497
небольшой,50,0.001404
небольшой,51,0.000462
небольшой,52,0.001006
небольшой,66,0.001464
небольшой,67,0.000457
небольшой,69,0.000307
небольшой,7,0.000608
небольшой,70,0.000787
небольшой,73,0.001462
небольшой,75,0.001866
небольшой,8,0.000975
небольшой,80,0.001159
небольшой,88,0.000215
небольшой,89,0.000823
небольшой,90,0.001154
небольшой,91,0.001119
небольшой,92,0.000988
небольшой,95,0.000635
небоскрёб,95,0.000635
небрежно,79,0.00051
небывалый,97,0.000518
небытие,88,0.000215
нева,67,0.000913
нева,77,0.000951
неважно,32,0.000684
неважно,34,0.000559
неважно,81,0.001057
неважный,85,0.000562
неведомый,28,0.000509
неведомый,8,0.000487
невежество,22,0.000542
неверно,38,0.000618
неверный,26,0.000772
неверный,33,0.000533
неверный,37,0.000389
неверный,41,0.000439
неверный,44,0.000626
неверный,49,0.000493
неверный,54,0.000544
неверный,88,0.000429
невероятно,40,0.000525
невероятно,84,0.000525
невероятно,95,0.000635
невероятный,18,0.000607
невероятный,67,0.000228
невероятный,7,0.000608
невесомость,86,0.000926
невесомый,32,0.000684
невзоров,56,0.000528
невиданный,46,0.000592
невиданный,49,0.000493
невиданный,96,0.00065
невидимый,41,0.000439
невидимый,59,0.002055
невозможно,10,0.000955
невозможно,13,0.000481
невозможно,16,0.000311
невозможно,30,0.000592
невозможно,40,0.000525
невозможно,41,0.000878
невозможно,5,0.00149
невозможно,66,0.000732
невозможно,73,0.000731
невозможно,77,0.000951
невозможно,79,0.00051
невозможно,82,0.000598
невозможно,85,0.000562
невозможно,88,0.000644
невозможно,93,0.000758
невозможно,97,0.000518
невозможность,71,0.000317
невозможность,72,0.000405
невозможность,74,0.001028
невозможность,9,0.000564
невозможный,3,0.000614
невозможный,33,0.000533
невозможный,35,0.002174
невозможный,47,0.000856
невозможный,72,0.000809
неврологический,96,0.00065
невский,93,0.000758
невыгодный,58,0.00087
невыгодный,8,0.000487
невыносимый,36,0.000911
невыполнение,72,0.000405
невышедший,3,0.000614
невыясненный,29,0.000627
негатив,13,0.000481
негатив,84,0.000525
негативно,18,0.000607
негативно,2,0.000587
негативно,34,0.000559
негативно,41,0.000439
негативный,18,0.001214
негативный,34,0.001118
негативный,81,0.002114
негативный,84,0.000525
негативный,90,0.000577
негде,88,0.000215
негибкий,96,0.00065
негласный,36,0.000455
неглинный,76,0.000546
неглупый,31,0.000554
неглупый,85,0.000562
негодный,68,0.000924
негосударственный,47,0.000856
негосударственный,58,0.003478
негосударственный,61,0.000244
недавний,14,0.000563
недавний,3,0.000614
недавний,42,0.001019
недавний,67,0.000685
недавний,79,0.00051
недавний,80,0.000579
недавно,14,0.001126
недавно,15,0.00109
недавно,17,0.000804
недавно,19,0.000626
недавно,2,0.001174
недавно,20,0.001149
недавно,22,0.000542
недавно,23,0.001124
недавно,24,0.001709
недавно,28,0.000509
недавно,29,0.000627
недавно,3,0.001229
недавно,30,0.001183
недавно,31,0.001108
недавно,33,0.001067
недавно,34,0.001118
недавно,35,0.002174
недавно,38,0.001237
недавно,4,0.000576
недавно,42,0.002039
недавно,43,0.001866
недавно,46,0.000592
недавно,5,0.000994
недавно,53,0.0025
недавно,54,0.001088
недавно,56,0.000528
недавно,57,0.001073
недавно,6,0.001531
недавно,67,0.000457
недавно,7,0.001824
недавно,77,0.000951
недавно,78,0.001351
недавно,79,0.00051
недавно,86,0.000926
недавно,87,0.002138
недавно,88,0.000859
недавно,90,0.000577
недавно,91,0.000559
недавно,94,0.001751
недавно,96,0.00065
недалеко,67,0.000228
недалеко,69,0.000307
недалёкий,95,0.000635
недвижимость,20,0.000574
недвижимость,39,0.001212
недвижимость,61,0.002438
недвижимость,63,0.000494
